50
3,57,-72,0.693
1,31,-37,0.274
1,45,-25,0.675
2,56,-32,0.186
2,63,-9,0.613
2,-27,63,0.147
4,-100,-55,0.332
2,-37,58,0.267
2,-77,50,0.921
3,24,42,0.563
4,-4,63,0.714
4,-19,-33,0.533
3,10,-90,0.392
2,-17,-81,0.014
4,-2,-38,0.072
3,27,-77,0.322
4,90,-40,0.547
4,13,72,0.093
3,21,-39,0.294
4,50,-66,0.296
1,87,-89,0.506
1,-82,4,0.303
3,37,73,0.947
3,-96,-51,0.042
4,-87,-39,0.679
4,-42,99,0.706
2,91,89,0.055
4,-47,66,0.57
4,-53,-47,0.98
3,-41,7,0.761
4,0,-98,0.205
1,81,86,0.136
3,-44,4,0.954
3,55,-30,0.755
3,-7,55,0.811
1,-38,-20,0.285
4,-40,98,0.999
1,4,-67,0.706
2,99,45,0.757
2,97,38,0.538
3,92,71,0.012
2,-27,61,0.481
2,62,-62,0.67
2,52,-41,0.402
2,-46,31,0.133
4,15,-24,0.497
4,42,21,0.185
1,91,72,0.66
2,5,75,0.279
2,-22,36,0.985
11905
