50
5,-16,47,0.155
4,0,42,0.777
3,-35,-22,0.929
9,-62,-88,0.711
3,93,10,0.143
9,-65,63,0.471
2,24,-36,0.845
3,100,-32,0.64
1,67,65,0.738
7,-96,33,0.338
5,-23,70,0.212
6,55,-36,0.619
3,-83,97,0.936
9,-30,81,0.289
6,24,-53,0.459
5,-84,-4,0.354
1,-83,-50,0.887
4,64,64,0.629
3,13,56,0.444
8,-38,-20,0.946
2,76,-27,0.973
8,15,-11,0.421
9,76,-72,0.308
5,86,-49,0.271
5,-35,-22,0.372
6,-40,56,0.477
4,-74,-43,0.292
9,99,17,0.712
5,-15,-24,0.759
6,50,31,0.022
5,100,18,0.998
4,51,18,0.328
6,87,-98,0.998
9,73,-88,0.087
5,-67,52,0.196
2,99,-14,0.806
3,94,-30,0.827
8,-84,30,0.864
4,24,70,0.667
9,-83,-86,0.344
6,-1,-25,0.938
2,-21,26,0.626
4,-68,-87,0.045
9,-58,-31,0.128
1,-5,53,0.704
7,9,-11,0.38
5,74,-10,0.73
7,-65,34,0.347
9,-84,-100,0.656
1,-7,-89,0.464
16928
